Frequency (Hz)	Level (dB)
785.156250	-77.022766
786.132812	-75.859154
787.109375	-75.605484
788.085938	-74.958549
789.062500	-74.893456
790.039062	-76.237282
791.015625	-76.483986
791.992188	-74.271652
792.968750	-73.944786
793.945312	-74.039124
794.921875	-74.357109
795.898438	-74.306236
796.875000	-73.957062
797.851562	-73.966667
798.828125	-73.554855
799.804688	-72.785042
800.781250	-73.697899
801.757812	-73.387131
802.734375	-74.377426
803.710938	-72.834602
804.687500	-75.144257
805.664062	-72.664047
806.640625	-73.611000
807.617188	-74.146240
808.593750	-73.309769
809.570312	-72.445137
810.546875	-73.840050
811.523438	-73.913567
812.500000	-73.392265
813.476562	-73.151268
814.453125	-71.958252
815.429688	-72.245064
816.406250	-70.536797
817.382812	-72.708824
818.359375	-71.715607
819.335938	-71.647522
820.312500	-73.125610
821.289062	-75.337410
822.265625	-72.636368
823.242188	-70.953537
824.218750	-70.943642
825.195312	-71.095078
826.171875	-73.363968
827.148438	-70.057365
828.125000	-70.625496
829.101562	-69.963608
830.078125	-69.813316
831.054688	-69.394402
832.031250	-69.919914
833.007812	-69.722809
833.984375	-70.595383
834.960938	-70.381935
835.937500	-69.831734
836.914062	-68.528984
837.890625	-70.615257
838.867188	-69.689903
839.843750	-69.353600
840.820312	-70.144478
841.796875	-68.424973
842.773438	-68.505142
843.750000	-68.327797
844.726562	-67.878860
845.703125	-68.963203
846.679688	-68.447670
847.656250	-67.687614
848.632812	-66.693863
849.609375	-66.800217
850.585938	-66.814491
851.562500	-67.629227
852.539062	-65.560432
853.515625	-66.345039
854.492188	-65.202957
855.468750	-65.378906
856.445312	-66.045486
857.421875	-64.617966
858.398438	-64.921402
859.375000	-64.418976
860.351562	-65.018471
861.328125	-64.475708
862.304688	-62.950096
863.281250	-64.219582
864.257812	-63.279129
865.234375	-63.889011
866.210938	-62.520264
867.187500	-63.519855
868.164062	-62.597713
869.140625	-62.965042
870.117188	-60.163029
871.093750	-61.412968
872.070312	-60.390736
873.046875	-60.703945
874.023438	-60.276062
875.000000	-62.581970
875.976562	-60.154831
876.953125	-62.043205
877.929688	-61.837536
878.906250	-60.877583
879.882812	-61.581028
880.859375	-59.424286
881.835938	-60.155224
882.812500	-63.321922
883.789062	-61.928082
884.765625	-62.100552
885.742188	-61.568516
886.718750	-62.325710
887.695312	-62.387398
888.671875	-63.041832
889.648438	-61.613064
890.625000	-65.114265
891.601562	-63.916859
892.578125	-65.136436
893.554688	-64.127449
894.531250	-64.306343
895.507812	-64.300636
896.484375	-64.762024
897.460938	-66.169807
898.437500	-67.061218
899.414062	-64.925903
900.390625	-66.088966
901.367188	-65.320641
902.343750	-66.757492
903.320312	-67.041908
904.296875	-67.587669
905.273438	-66.170265
906.250000	-67.228157
907.226562	-65.959579
908.203125	-66.663506
909.179688	-67.610245
910.156250	-67.772011
911.132812	-67.579224
912.109375	-66.626190
913.085938	-68.115616
914.062500	-69.234421
915.039062	-69.499306
916.015625	-71.030540
916.992188	-68.940521
917.968750	-68.146996
918.945312	-70.772545
919.921875	-69.354927
920.898438	-68.851936
921.875000	-70.896706
922.851562	-72.698631
923.828125	-69.444649
924.804688	-70.500992
925.781250	-69.850105
926.757812	-69.451141
927.734375	-71.380493
928.710938	-71.807884
929.687500	-70.489929
930.664062	-70.715393
931.640625	-70.671783
932.617188	-70.098709
933.593750	-71.967827
934.570312	-71.736900
935.546875	-71.265045
936.523438	-71.919533
937.500000	-71.704315
938.476562	-71.076035
939.453125	-70.732620
940.429688	-71.612633
941.406250	-71.229996
942.382812	-71.411148
943.359375	-73.514618
944.335938	-74.497955
945.312500	-71.119652
946.289062	-73.228088
947.265625	-73.752754
948.242188	-73.432968
949.218750	-71.874100
950.195312	-70.779488
951.171875	-73.023331
952.148438	-73.612251
953.125000	-73.474068
954.101562	-73.909256
955.078125	-72.192535
956.054688	-72.770233
957.031250	-73.269615
958.007812	-74.886772
958.984375	-74.019455
959.960938	-75.118462
960.937500	-74.658134
961.914062	-74.992302
962.890625	-74.281807
963.867188	-73.923965
964.843750	-73.677948
965.820312	-73.123466
966.796875	-75.138229
967.773438	-77.180016
968.750000	-74.544647
969.726562	-73.690941
970.703125	-73.430679
971.679688	-74.509598
972.656250	-74.875450
973.632812	-74.324493
974.609375	-73.692314
975.585938	-75.529930
976.562500	-75.224770
977.539062	-75.030067
978.515625	-75.326195
979.492188	-75.854317
980.468750	-74.138252
981.445312	-74.948784
982.421875	-73.791679
983.398438	-74.578827
984.375000	-76.627419
985.351562	-74.792152
986.328125	-74.642242
987.304688	-73.742874
988.281250	-75.070274
989.257812	-77.649895
990.234375	-76.244873
991.210938	-74.604500
992.187500	-74.942131
993.164062	-75.947601
994.140625	-75.224091
995.117188	-74.443611
996.093750	-75.129494
997.070312	-76.176933
998.046875	-74.842339
999.023438	-76.487747
1000.000000	-75.066048
1000.976562	-73.521591
1001.953125	-73.422173
1002.929688	-73.604172
1003.906250	-75.053635
1004.882812	-76.107658
1005.859375	-74.442421
1006.835938	-74.090950
1007.812500	-74.545685
1008.789062	-77.236710
1009.765625	-75.226242
1010.742188	-75.380936
1011.718750	-76.277908
1012.695312	-76.728531
1013.671875	-76.463493
1014.648438	-75.573982
1015.625000	-75.917603
1016.601562	-75.596321
1017.578125	-74.474045
1018.554688	-75.155792
1019.531250	-74.559395
1020.507812	-74.944260
1021.484375	-76.069649
1022.460938	-75.493889
1023.437500	-75.914345
1024.414062	-76.433212
1025.390625	-75.190834
1026.367188	-74.933884
1027.343750	-74.131477
1028.320312	-75.877640
1029.296875	-74.925377
1030.273438	-76.880959
1031.250000	-77.855759
1032.226562	-76.039421
1033.203125	-74.859016
1034.179688	-76.975105
1035.156250	-75.149673
1036.132812	-73.644005
1037.109375	-73.763771
1038.085938	-76.920441
1039.062500	-75.769478
1040.039062	-75.584084
1041.015625	-75.739685
1041.992188	-75.127419
1042.968750	-75.952087
1043.945312	-75.432098
1044.921875	-74.736397
1045.898438	-75.026115
1046.875000	-73.154427
1047.851562	-73.402901
1048.828125	-74.791199
1049.804688	-74.838272
1050.781250	-74.822845
1051.757812	-72.935661
1052.734375	-76.147675
1053.710938	-76.006165
1054.687500	-73.504715
1055.664062	-74.057030
1056.640625	-74.674767
1057.617188	-75.573418
1058.593750	-75.507210
1059.570312	-74.415123
1060.546875	-74.415199
1061.523438	-74.119949
1062.500000	-74.684639
1063.476562	-74.614243
1064.453125	-74.212265
1065.429688	-75.211296
1066.406250	-73.919373
1067.382812	-73.618599
1068.359375	-72.899155
1069.335938	-71.813423
1070.312500	-73.767715
1071.289062	-74.952316
1072.265625	-72.938683
1073.242188	-73.612915
1074.218750	-73.295685
1075.195312	-72.738571
1076.171875	-73.102814
1077.148438	-72.875908
1078.125000	-74.113441
1079.101562	-72.783112
1080.078125	-73.694878
1081.054688	-73.259109
1082.031250	-72.137047
1083.007812	-72.879814
1083.984375	-72.606834
1084.960938	-72.278671
1085.937500	-73.137131
1086.914062	-72.899910
1087.890625	-69.910393
1088.867188	-73.926849
1089.843750	-75.684341
1090.820312	-72.791519
1091.796875	-72.948982
1092.773438	-71.821922
1093.750000	-72.715660
1094.726562	-74.318184
1095.703125	-71.377983
1096.679688	-70.226562
1097.656250	-73.007278
1098.632812	-71.622421
1099.609375	-70.357788
1100.585938	-72.632629
1101.562500	-70.054153
1102.539062	-70.565163
1103.515625	-71.524918
1104.492188	-71.230240
1105.468750	-70.358765
1106.445312	-69.743248
1107.421875	-70.883461
1108.398438	-68.914200
1109.375000	-71.506958
1110.351562	-69.706184
1111.328125	-70.199448
1112.304688	-69.922394
1113.281250	-69.649918
1114.257812	-70.452721
1115.234375	-68.169769
1116.210938	-71.438126
1117.187500	-69.076889
1118.164062	-68.645599
1119.140625	-68.376602
1120.117188	-68.879578
1121.093750	-68.649170
1122.070312	-68.771431
1123.046875	-67.221352
1124.023438	-67.167824
1125.000000	-67.139572
1125.976562	-66.978485
1126.953125	-69.072655
1127.929688	-68.543518
1128.906250	-67.898064
1129.882812	-66.364456
1130.859375	-66.192940
1131.835938	-66.580109
1132.812500	-64.270668
1133.789062	-66.054749
1134.765625	-65.762108
1135.742188	-67.200348
1136.718750	-64.280243
1137.695312	-65.461990
1138.671875	-65.236153
1139.648438	-65.065529
1140.625000	-63.472206
1141.601562	-65.129036
1142.578125	-65.884094
1143.554688	-63.392685
1144.531250	-64.668434
1145.507812	-63.129677
1146.484375	-64.594002
1147.460938	-62.585880
1148.437500	-61.743172
1149.414062	-63.194595
1150.390625	-62.972057
1151.367188	-60.536674
1152.343750	-61.332020
1153.320312	-60.316708
1154.296875	-61.270679
1155.273438	-60.954029
1156.250000	-61.128994
1157.226562	-62.210045
1158.203125	-62.192238
1159.179688	-60.462730
1160.156250	-59.009079
1161.132812	-61.684528
1162.109375	-59.788582
1163.085938	-60.681396
1164.062500	-59.381508
1165.039062	-61.589458
1166.015625	-59.546589
1166.992188	-59.553272
1167.968750	-60.805031
1168.945312	-60.022015
1169.921875	-60.117561
1170.898438	-60.839993
1171.875000	-59.495007
1172.851562	-60.762413
1173.828125	-61.733429
1174.804688	-60.397713
1175.781250	-61.879925
1176.757812	-61.654671
1177.734375	-62.296143
1178.710938	-64.140884
1179.687500	-62.594788
1180.664062	-63.626823
1181.640625	-62.636200
1182.617188	-63.622292
1183.593750	-63.269440
1184.570312	-64.031616
1185.546875	-63.613087
1186.523438	-64.042664
1187.500000	-66.149261
