Frequency (Hz)	Level (dB)
758.789062	-72.457222
759.765625	-72.042992
760.742188	-70.948875
761.718750	-72.832298
762.695312	-71.752640
763.671875	-71.382545
764.648438	-71.430511
765.625000	-73.194366
766.601562	-73.634888
767.578125	-72.524475
768.554688	-72.583351
769.531250	-71.945793
770.507812	-72.125916
771.484375	-73.208946
772.460938	-73.354141
773.437500	-72.895592
774.414062	-71.388710
775.390625	-71.443581
776.367188	-74.378166
777.343750	-73.811256
778.320312	-72.959953
779.296875	-74.094017
780.273438	-75.485291
781.250000	-74.440506
782.226562	-72.457275
783.203125	-72.265282
784.179688	-71.766792
785.156250	-74.346756
786.132812	-73.157516
787.109375	-73.199242
788.085938	-72.747833
789.062500	-71.993240
790.039062	-73.303841
791.015625	-74.071632
791.992188	-72.005035
792.968750	-71.810738
793.945312	-71.809189
794.921875	-72.340828
795.898438	-71.813011
796.875000	-71.725113
797.851562	-71.581932
798.828125	-71.295242
799.804688	-70.801926
800.781250	-72.118645
801.757812	-71.375710
802.734375	-72.360481
803.710938	-71.225464
804.687500	-73.284485
805.664062	-71.091133
806.640625	-72.487076
807.617188	-72.402824
808.593750	-71.735672
809.570312	-71.223557
810.546875	-72.405411
811.523438	-72.271408
812.500000	-72.196815
813.476562	-71.656570
814.453125	-70.557907
815.429688	-70.914497
816.406250	-69.328476
817.382812	-71.670120
818.359375	-70.460289
819.335938	-70.575569
820.312500	-71.938568
821.289062	-73.906868
822.265625	-71.717201
823.242188	-70.174240
824.218750	-70.211014
825.195312	-70.256104
826.171875	-72.369003
827.148438	-69.512680
828.125000	-69.908844
829.101562	-69.752037
830.078125	-69.581657
831.054688	-69.144096
832.031250	-70.079880
833.007812	-69.522552
833.984375	-70.445686
834.960938	-70.513618
835.937500	-70.117584
836.914062	-68.660576
837.890625	-71.494888
838.867188	-70.328194
839.843750	-69.822830
840.820312	-70.899483
841.796875	-69.033440
842.773438	-69.643661
843.750000	-69.226837
844.726562	-68.886215
845.703125	-69.874619
846.679688	-69.282257
847.656250	-68.920837
848.632812	-67.909836
849.609375	-68.071770
850.585938	-68.134735
851.562500	-68.989388
852.539062	-67.081917
853.515625	-67.790840
854.492188	-66.797226
855.468750	-67.255173
856.445312	-67.718277
857.421875	-66.156586
858.398438	-66.725601
859.375000	-66.191879
860.351562	-66.913185
861.328125	-66.270103
862.304688	-65.013435
863.281250	-66.092224
864.257812	-65.312096
865.234375	-66.249626
866.210938	-64.850548
867.187500	-65.826126
868.164062	-64.442978
869.140625	-64.880020
870.117188	-61.930588
871.093750	-62.983616
872.070312	-62.224457
873.046875	-62.241379
874.023438	-61.470352
875.000000	-63.486317
875.976562	-61.004910
876.953125	-62.583515
877.929688	-61.881920
878.906250	-60.489750
879.882812	-61.011391
880.859375	-58.046982
881.835938	-58.504272
882.812500	-61.204731
883.789062	-59.472775
884.765625	-58.727863
885.742188	-57.755112
886.718750	-58.031342
887.695312	-57.732212
888.671875	-57.816788
889.648438	-56.141804
890.625000	-59.330688
891.601562	-57.615555
892.578125	-58.557938
893.554688	-57.212742
894.531250	-57.077473
895.507812	-57.200748
896.484375	-57.501606
897.460938	-58.747955
898.437500	-59.805298
899.414062	-57.922325
900.390625	-58.907051
901.367188	-58.083511
902.343750	-59.792328
903.320312	-60.218361
904.296875	-60.657761
905.273438	-59.495968
906.250000	-60.763428
907.226562	-59.474289
908.203125	-60.604782
909.179688	-61.201366
910.156250	-61.880356
911.132812	-61.685184
912.109375	-60.683247
913.085938	-62.563847
914.062500	-63.678402
915.039062	-63.967949
916.015625	-65.655945
916.992188	-63.664600
917.968750	-62.865017
918.945312	-65.459656
919.921875	-64.401581
920.898438	-63.777866
921.875000	-65.770973
922.851562	-67.684395
923.828125	-64.708519
924.804688	-65.715218
925.781250	-65.142113
926.757812	-64.670494
927.734375	-66.871399
928.710938	-66.965630
929.687500	-65.959221
930.664062	-66.123146
931.640625	-66.255226
932.617188	-65.549957
933.593750	-67.712357
934.570312	-67.148438
935.546875	-66.786774
936.523438	-67.655197
937.500000	-67.284775
938.476562	-66.698639
939.453125	-66.485359
940.429688	-67.230972
941.406250	-67.004906
942.382812	-67.216064
943.359375	-69.375572
944.335938	-70.388245
945.312500	-67.103409
946.289062	-68.798714
947.265625	-69.281311
948.242188	-69.086540
949.218750	-68.093552
950.195312	-66.919769
951.171875	-68.886177
952.148438	-69.583908
953.125000	-69.776779
954.101562	-69.703354
955.078125	-68.415009
956.054688	-69.021301
957.031250	-69.294182
958.007812	-70.791183
958.984375	-70.238701
959.960938	-71.114777
960.937500	-71.063614
961.914062	-70.933830
962.890625	-70.364235
963.867188	-69.785049
964.843750	-70.096756
965.820312	-69.129242
966.796875	-71.055756
967.773438	-73.418839
968.750000	-70.534187
969.726562	-69.907593
970.703125	-69.495544
971.679688	-70.503281
972.656250	-70.821228
973.632812	-70.679207
974.609375	-70.291855
975.585938	-71.541542
976.562500	-71.400528
977.539062	-71.157372
978.515625	-71.800148
979.492188	-72.103874
980.468750	-70.375938
981.445312	-70.792717
982.421875	-70.080086
983.398438	-70.889862
984.375000	-72.548981
985.351562	-70.832512
986.328125	-70.761162
987.304688	-69.997032
988.281250	-71.126747
989.257812	-73.653893
990.234375	-72.138451
991.210938	-70.320358
992.187500	-70.889526
993.164062	-71.820969
994.140625	-71.462395
995.117188	-70.702118
996.093750	-70.798134
997.070312	-72.284065
998.046875	-70.379051
999.023438	-72.287743
1000.000000	-71.303062
1000.976562	-69.624512
1001.953125	-69.593498
1002.929688	-69.628204
1003.906250	-71.003517
1004.882812	-71.891945
1005.859375	-70.010223
1006.835938	-69.983871
1007.812500	-70.810005
1008.789062	-73.210358
1009.765625	-71.098198
1010.742188	-71.064537
1011.718750	-72.030396
1012.695312	-72.519638
1013.671875	-72.173843
1014.648438	-70.929367
1015.625000	-71.382477
1016.601562	-71.109459
1017.578125	-70.311340
1018.554688	-70.621376
1019.531250	-70.100876
1020.507812	-70.548889
1021.484375	-71.799355
1022.460938	-71.110764
1023.437500	-71.547836
1024.414062	-72.042137
1025.390625	-70.796600
1026.367188	-70.491714
1027.343750	-69.373589
1028.320312	-71.258766
1029.296875	-70.162590
1030.273438	-71.602951
1031.250000	-72.906250
1032.226562	-71.262703
1033.203125	-69.971436
1034.179688	-72.070923
1035.156250	-70.189377
1036.132812	-68.585114
1037.109375	-68.928337
1038.085938	-71.427269
1039.062500	-70.431496
1040.039062	-70.618919
1041.015625	-70.643761
1041.992188	-69.950432
1042.968750	-70.598793
1043.945312	-70.192291
1044.921875	-69.279755
1045.898438	-69.568901
