Frequency (Hz)	Level (dB)
406.250000	-65.246094
407.226562	-63.929600
408.203125	-63.363365
409.179688	-63.486980
410.156250	-63.991482
411.132812	-62.548687
412.109375	-62.285984
413.085938	-62.738487
414.062500	-61.554619
415.039062	-63.407486
416.015625	-62.348282
416.992188	-63.655022
417.968750	-63.010109
418.945312	-63.677650
419.921875	-65.306732
420.898438	-64.297432
421.875000	-64.579506
422.851562	-64.409065
423.828125	-65.751099
424.804688	-65.618431
425.781250	-65.105904
426.757812	-67.336807
427.734375	-67.528603
428.710938	-68.062172
429.687500	-68.013725
430.664062	-68.961929
431.640625	-67.991722
432.617188	-69.215454
433.593750	-68.641327
434.570312	-68.688797
435.546875	-70.597298
436.523438	-70.354340
437.500000	-69.016083
438.476562	-70.993134
439.453125	-71.046890
440.429688	-72.301888
441.406250	-70.615311
442.382812	-71.100456
443.359375	-71.980347
444.335938	-72.299469
445.312500	-71.510315
446.289062	-72.065575
447.265625	-72.183678
448.242188	-71.864494
449.218750	-73.100296
450.195312	-72.740074
451.171875	-72.988091
452.148438	-73.031876
453.125000	-73.360107
454.101562	-72.509651
455.078125	-73.516548
456.054688	-72.983109
457.031250	-73.979736
458.007812	-74.107773
458.984375	-74.548149
459.960938	-73.766205
460.937500	-73.851852
461.914062	-73.649612
462.890625	-73.957527
463.867188	-73.988815
464.843750	-74.769424
465.820312	-73.996719
466.796875	-73.919388
467.773438	-74.772232
468.750000	-74.810661
469.726562	-74.902573
470.703125	-74.705696
471.679688	-74.735596
472.656250	-74.583679
473.632812	-76.771370
474.609375	-74.307159
475.585938	-75.407280
476.562500	-74.931404
477.539062	-75.147339
478.515625	-75.954826
479.492188	-75.180397
480.468750	-75.260445
481.445312	-74.962524
482.421875	-74.527550
483.398438	-73.625420
484.375000	-73.842567
485.351562	-76.421387
486.328125	-75.640732
487.304688	-75.622047
488.281250	-74.480888
489.257812	-74.634491
490.234375	-75.683609
491.210938	-73.936432
492.187500	-74.148438
493.164062	-75.413216
494.140625	-74.326256
495.117188	-73.588768
496.093750	-73.961693
497.070312	-75.261497
498.046875	-74.724670
499.023438	-74.281990
500.000000	-73.594467
500.976562	-72.380096
501.953125	-74.929932
502.929688	-75.249580
503.906250	-73.380013
504.882812	-73.534508
505.859375	-74.345398
506.835938	-72.679260
507.812500	-72.360725
508.789062	-73.753265
509.765625	-72.545212
510.742188	-71.544518
511.718750	-73.822433
512.695312	-74.178398
513.671875	-73.411186
514.648438	-73.192612
515.625000	-72.499977
516.601562	-71.382034
517.578125	-72.330704
518.554688	-71.844948
519.531250	-70.630203
520.507812	-70.805084
521.484375	-70.408051
522.460938	-71.455765
523.437500	-71.081421
524.414062	-70.338814
525.390625	-70.044914
526.367188	-69.569313
527.343750	-68.569847
528.320312	-68.316391
529.296875	-67.894157
530.273438	-68.730095
531.250000	-68.157372
532.226562	-67.359406
533.203125	-66.610977
534.179688	-66.628601
535.156250	-66.058960
536.132812	-65.915573
537.109375	-64.974007
538.085938	-65.533684
539.062500	-65.876099
540.039062	-63.720798
541.015625	-62.679367
541.992188	-62.624756
542.968750	-62.872952
543.945312	-62.088707
544.921875	-62.079159
545.898438	-60.410301
546.875000	-60.562977
547.851562	-59.927181
548.828125	-59.400414
549.804688	-60.528458
550.781250	-61.958412
551.757812	-61.856724
552.734375	-61.222729
553.710938	-61.138584
554.687500	-62.279846
555.664062	-63.368000
556.640625	-63.162430
557.617188	-64.112915
558.593750	-64.560081
559.570312	-64.037872
560.546875	-65.897987
561.523438	-66.271507
562.500000	-65.098610
563.476562	-66.698792
564.453125	-67.115791
565.429688	-67.396774
566.406250	-68.142006
567.382812	-67.064934
568.359375	-69.607483
569.335938	-69.157372
570.312500	-69.527275
571.289062	-68.245949
572.265625	-69.180519
573.242188	-69.571869
574.218750	-69.634377
575.195312	-71.164368
576.171875	-70.706696
577.148438	-69.522026
578.125000	-70.078056
579.101562	-71.349129
580.078125	-70.324310
581.054688	-71.050873
582.031250	-72.385567
583.007812	-70.471542
583.984375	-71.570847
584.960938	-72.493530
585.937500	-71.444008
586.914062	-70.713005
587.890625	-71.595482
588.867188	-71.537544
589.843750	-72.681511
590.820312	-72.813828
591.796875	-72.735588
592.773438	-73.054527
593.750000	-73.420624
594.726562	-72.746819
595.703125	-74.106613
596.679688	-73.317894
597.656250	-73.932777
598.632812	-74.240715
599.609375	-72.677444
600.585938	-73.896423
601.562500	-74.715340
602.539062	-73.163757
603.515625	-74.349434
604.492188	-74.293457
605.468750	-73.695831
606.445312	-73.980721
607.421875	-73.576523
608.398438	-75.732704
609.375000	-73.223183
610.351562	-74.385155
611.328125	-74.894020
612.304688	-75.931900
613.281250	-73.827393
614.257812	-73.517944
615.234375	-75.279099
616.210938	-74.289337
617.187500	-74.408173
618.164062	-74.356010
619.140625	-74.841293
620.117188	-74.547073
621.093750	-75.728821
622.070312	-74.180908
623.046875	-75.171776
624.023438	-74.597206
625.000000	-74.012978
625.976562	-75.213295
626.953125	-75.610619
627.929688	-74.101974
628.906250	-73.390129
629.882812	-74.896713
630.859375	-73.159790
631.835938	-74.327072
632.812500	-74.299858
633.789062	-73.770752
634.765625	-72.223694
635.742188	-73.733597
636.718750	-73.277687
637.695312	-73.636467
638.671875	-74.509209
639.648438	-73.566299
640.625000	-73.276421
641.601562	-73.538017
642.578125	-73.116562
643.554688	-72.574112
644.531250	-73.488838
645.507812	-72.899933
646.484375	-73.118355
647.460938	-71.981926
648.437500	-73.044998
649.414062	-72.024590
650.390625	-71.593376
651.367188	-70.949463
652.343750	-71.282982
653.320312	-71.735336
654.296875	-69.890663
655.273438	-71.199295
656.250000	-70.352760
657.226562	-70.557381
658.203125	-69.866653
659.179688	-69.117325
660.156250	-69.320641
661.132812	-70.537552
662.109375	-69.279274
663.085938	-69.106232
664.062500	-68.554550
665.039062	-68.878899
666.015625	-69.227623
666.992188	-67.903465
667.968750	-66.742676
668.945312	-67.849236
669.921875	-66.178917
670.898438	-66.304672
671.875000	-66.186096
672.851562	-64.299957
673.828125	-64.277245
674.804688	-64.434471
675.781250	-63.832245
676.757812	-64.240929
677.734375	-62.576771
678.710938	-62.912800
679.687500	-61.572433
680.664062	-61.049213
681.640625	-59.337662
682.617188	-60.105217
683.593750	-58.772282
684.570312	-60.163380
685.546875	-58.513287
686.523438	-57.913109
687.500000	-58.773308
688.476562	-57.656700
689.453125	-58.746868
690.429688	-59.810490
691.406250	-58.672813
692.382812	-59.269081
693.359375	-62.113705
694.335938	-60.701450
695.312500	-61.853794
696.289062	-61.928936
697.265625	-62.692116
698.242188	-63.008457
699.218750	-64.058617
700.195312	-66.166267
701.171875	-64.637802
702.148438	-65.503670
703.125000	-65.250465
704.101562	-68.129105
705.078125	-68.408768
706.054688	-67.841881
707.031250	-67.954857
708.007812	-67.586449
708.984375	-67.333206
709.960938	-68.717796
710.937500	-69.083031
711.914062	-70.302010
712.890625	-68.711502
713.867188	-69.093407
714.843750	-69.767113
715.820312	-69.737953
716.796875	-70.511856
717.773438	-71.730087
718.750000	-70.658600
719.726562	-71.346329
720.703125	-71.353943
721.679688	-72.600418
722.656250	-71.205803
723.632812	-71.537788
724.609375	-71.518288
725.585938	-71.981865
726.562500	-72.549004
727.539062	-72.187195
728.515625	-72.227730
729.492188	-73.351295
730.468750	-72.377625
731.445312	-72.081161
732.421875	-72.812904
733.398438	-73.410065
734.375000	-73.616104
735.351562	-72.950233
736.328125	-73.998055
737.304688	-72.993851
738.281250	-72.761276
739.257812	-72.074295
740.234375	-72.532089
741.210938	-73.731171
742.187500	-73.658539
743.164062	-73.485992
744.140625	-72.988350
745.117188	-72.834541
746.093750	-73.822601
747.070312	-74.270294
748.046875	-74.722298
749.023438	-73.391258
750.000000	-74.165939
750.976562	-73.217361
751.953125	-74.310478
752.929688	-74.143517
753.906250	-72.974846
754.882812	-73.249313
755.859375	-73.868240
756.835938	-74.012962
757.812500	-72.746391
758.789062	-72.838638
759.765625	-72.518639
760.742188	-73.082283
761.718750	-73.136345
762.695312	-72.869820
763.671875	-73.872665
764.648438	-74.024185
765.625000	-73.089142
766.601562	-72.310295
767.578125	-73.599174
768.554688	-72.122543
769.531250	-72.812531
770.507812	-72.700111
771.484375	-73.445839
772.460938	-72.713135
773.437500	-73.329063
774.414062	-72.733536
775.390625	-72.894592
776.367188	-72.191666
777.343750	-73.150208
778.320312	-70.846916
779.296875	-72.569031
780.273438	-71.657265
781.250000	-71.103218
782.226562	-71.776505
783.203125	-71.809143
784.179688	-71.044983
785.156250	-71.050034
786.132812	-70.563629
787.109375	-69.886292
788.085938	-70.161873
789.062500	-70.375755
790.039062	-70.898849
791.015625	-70.297592
791.992188	-70.131325
792.968750	-70.210281
793.945312	-69.307159
794.921875	-69.519051
795.898438	-69.575722
796.875000	-68.783340
797.851562	-69.481354
798.828125	-68.640343
799.804688	-68.755211
800.781250	-68.253448
801.757812	-68.005127
802.734375	-67.472885
803.710938	-66.298927
804.687500	-65.812744
805.664062	-64.889351
806.640625	-65.972565
807.617188	-63.529716
808.593750	-63.548218
809.570312	-62.686470
810.546875	-62.968056
811.523438	-63.069279
812.500000	-61.915726
813.476562	-60.314518
814.453125	-60.142796
815.429688	-60.176434
816.406250	-59.662594
817.382812	-59.292519
818.359375	-58.900974
819.335938	-58.588127
820.312500	-59.746986
821.289062	-57.228962
822.265625	-56.584969
823.242188	-58.816502
824.218750	-58.637138
825.195312	-60.385189
826.171875	-58.700535
827.148438	-58.438908
828.125000	-59.405704
829.101562	-62.043339
830.078125	-61.859474
831.054688	-62.023376
832.031250	-62.519978
833.007812	-61.962326
833.984375	-62.168499
834.960938	-64.562500
835.937500	-64.470360
836.914062	-64.479332
837.890625	-64.080627
838.867188	-65.149307
839.843750	-64.741325
840.820312	-66.525757
841.796875	-67.050232
842.773438	-66.320618
843.750000	-67.389442
844.726562	-67.102783
845.703125	-66.102211
846.679688	-67.416634
847.656250	-68.192169
848.632812	-67.580879
849.609375	-68.215256
850.585938	-70.092308
851.562500	-70.875717
852.539062	-70.425735
853.515625	-70.130371
854.492188	-69.530991
855.468750	-69.817009
856.445312	-70.459564
857.421875	-70.418755
858.398438	-70.774040
859.375000	-71.396454
860.351562	-71.795891
861.328125	-69.867760
862.304688	-70.556053
863.281250	-69.926895
864.257812	-69.528107
865.234375	-71.676361
866.210938	-69.684341
867.187500	-71.476456
868.164062	-72.176567
869.140625	-71.173668
870.117188	-72.028084
871.093750	-71.671585
872.070312	-71.641678
873.046875	-71.733498
874.023438	-73.580345
875.000000	-72.270714
875.976562	-72.068199
876.953125	-71.894547
877.929688	-72.335228
878.906250	-72.759125
879.882812	-73.719017
880.859375	-72.726692
881.835938	-73.134033
882.812500	-73.584572
883.789062	-72.173027
884.765625	-72.001831
885.742188	-73.552719
886.718750	-72.543999
887.695312	-72.330643
888.671875	-73.357735
889.648438	-72.692146
890.625000	-73.457947
891.601562	-73.547691
892.578125	-74.071297
893.554688	-73.269653
894.531250	-72.735672
895.507812	-73.866486
896.484375	-72.782410
897.460938	-72.844421
898.437500	-74.499634
899.414062	-72.847565
900.390625	-73.087151
901.367188	-72.309669
902.343750	-72.657318
903.320312	-72.928177
904.296875	-73.225578
905.273438	-70.936714
906.250000	-71.787491
907.226562	-71.357422
908.203125	-72.285591
909.179688	-72.759949
910.156250	-70.869087
911.132812	-71.608582
912.109375	-71.341759
913.085938	-70.881165
914.062500	-72.159546
915.039062	-71.167511
916.015625	-71.461845
916.992188	-72.780006
917.968750	-71.761955
918.945312	-70.439308
919.921875	-70.864395
920.898438	-71.258156
921.875000	-71.433289
922.851562	-71.572891
923.828125	-71.389542
924.804688	-69.435013
925.781250	-69.794144
926.757812	-70.073196
927.734375	-68.791420
928.710938	-68.792839
929.687500	-69.052620
930.664062	-69.293312
931.640625	-67.184349
932.617188	-68.951225
933.593750	-68.955948
934.570312	-67.259804
935.546875	-67.390434
936.523438	-66.250648
937.500000	-65.211807
938.476562	-66.556091
939.453125	-67.099548
940.429688	-65.755516
941.406250	-65.653862
942.382812	-64.909195
943.359375	-63.232677
944.335938	-63.843987
945.312500	-62.505257
946.289062	-63.877975
947.265625	-62.492165
948.242188	-62.210201
949.218750	-60.522110
950.195312	-60.312603
951.171875	-60.150761
952.148438	-59.102283
953.125000	-57.728680
954.101562	-58.767345
955.078125	-57.855396
956.054688	-56.712841
957.031250	-55.360855
958.007812	-55.100319
958.984375	-55.860214
959.960938	-55.837620
960.937500	-53.454216
961.914062	-54.579998
962.890625	-54.361412
963.867188	-56.302044
964.843750	-56.783863
965.820312	-58.415348
966.796875	-58.929443
967.773438	-59.960411
968.750000	-58.940399
969.726562	-60.475616
970.703125	-60.264267
971.679688	-60.818531
972.656250	-61.915848
973.632812	-62.497261
974.609375	-64.551399
975.585938	-64.020515
976.562500	-63.960312
977.539062	-64.531914
978.515625	-64.687889
979.492188	-64.420189
980.468750	-64.515938
981.445312	-65.416344
982.421875	-66.892189
983.398438	-66.386711
984.375000	-66.199249
985.351562	-66.953476
986.328125	-66.925400
987.304688	-67.134201
988.281250	-67.404610
989.257812	-67.813110
990.234375	-68.986092
991.210938	-68.949692
992.187500	-68.561348
993.164062	-69.339630
994.140625	-69.035576
995.117188	-68.587250
996.093750	-67.473969
997.070312	-69.655235
998.046875	-69.487503
999.023438	-68.969475
1000.000000	-68.917259
1000.976562	-70.596130
1001.953125	-69.856277
1002.929688	-70.027260
1003.906250	-70.214554
1004.882812	-71.938728
1005.859375	-71.221146
1006.835938	-71.966232
1007.812500	-71.399597
1008.789062	-72.132355
1009.765625	-71.022903
1010.742188	-70.616074
1011.718750	-70.781776
1012.695312	-69.822365
1013.671875	-72.009834
1014.648438	-70.478386
1015.625000	-70.809822
1016.601562	-70.757210
1017.578125	-72.710403
1018.554688	-72.072456
1019.531250	-72.667793
1020.507812	-71.052200
1021.484375	-71.288330
1022.460938	-72.627907
1023.437500	-71.689323
1024.414062	-70.848763
1025.390625	-71.584572
1026.367188	-72.116425
1027.343750	-71.327026
1028.320312	-70.774323
1029.296875	-71.338249
1030.273438	-70.925102
1031.250000	-71.359711
1032.226562	-71.220116
1033.203125	-70.866806
1034.179688	-71.005196
1035.156250	-71.257408
1036.132812	-70.249947
1037.109375	-72.598862
1038.085938	-71.499481
1039.062500	-71.387512
1040.039062	-70.942673
1041.015625	-70.202621
1041.992188	-69.675766
1042.968750	-70.453781
1043.945312	-70.664383
1044.921875	-70.286469
1045.898438	-70.643806
1046.875000	-70.987740
1047.851562	-70.349464
1048.828125	-70.693810
1049.804688	-70.581902
1050.781250	-68.661636
1051.757812	-69.356850
1052.734375	-69.117813
1053.710938	-68.864433
1054.687500	-69.287292
1055.664062	-69.260956
1056.640625	-69.031235
1057.617188	-68.703827
1058.593750	-69.090027
1059.570312	-68.522087
1060.546875	-69.720757
1061.523438	-67.083061
1062.500000	-67.855629
1063.476562	-68.811829
1064.453125	-67.395653
1065.429688	-66.736847
1066.406250	-68.558098
1067.382812	-66.557152
1068.359375	-65.921417
1069.335938	-66.482552
1070.312500	-66.343712
1071.289062	-66.304810
1072.265625	-66.579361
1073.242188	-65.564079
1074.218750	-65.873108
1075.195312	-64.340240
1076.171875	-64.886566
1077.148438	-64.277870
1078.125000	-63.125206
1079.101562	-62.689342
1080.078125	-61.169941
1081.054688	-63.184059
1082.031250	-62.662590
1083.007812	-60.886440
1083.984375	-61.187336
1084.960938	-61.081394
1085.937500	-60.000240
1086.914062	-58.679317
1087.890625	-59.123428
1088.867188	-59.039497
1089.843750	-55.925903
1090.820312	-54.595577
1091.796875	-55.789913
1092.773438	-55.540363
1093.750000	-55.989315
1094.726562	-54.229176
1095.703125	-52.478535
1096.679688	-53.972309
1097.656250	-54.477837
1098.632812	-55.603333
1099.609375	-55.386959
1100.585938	-56.731411
1101.562500	-56.550945
1102.539062	-56.887371
1103.515625	-57.839195
1104.492188	-59.500858
1105.468750	-58.381165
1106.445312	-59.256569
1107.421875	-59.943077
1108.398438	-60.847233
1109.375000	-61.134884
1110.351562	-60.732529
1111.328125	-62.736893
1112.304688	-62.013607
1113.281250	-62.503090
1114.257812	-62.722683
1115.234375	-63.464268
1116.210938	-64.571198
1117.187500	-64.837013
1118.164062	-66.433418
1119.140625	-66.425346
1120.117188	-64.631538
1121.093750	-64.324661
1122.070312	-65.546333
1123.046875	-66.419434
1124.023438	-65.410324
1125.000000	-66.079277
1125.976562	-66.614952
1126.953125	-66.149071
1127.929688	-68.121300
1128.906250	-67.636681
1129.882812	-68.259384
1130.859375	-68.927200
1131.835938	-68.924255
1132.812500	-68.654396
1133.789062	-67.839622
1134.765625	-69.863525
1135.742188	-67.848763
1136.718750	-68.935707
1137.695312	-70.274826
1138.671875	-68.748299
1139.648438	-69.594154
1140.625000	-69.737228
1141.601562	-69.975044
1142.578125	-69.265938
1143.554688	-69.839806
1144.531250	-70.410728
1145.507812	-70.525536
1146.484375	-71.289566
1147.460938	-70.719986
1148.437500	-70.162788
1149.414062	-70.879807
1150.390625	-71.014717
1151.367188	-71.548653
1152.343750	-70.924141
1153.320312	-69.950478
1154.296875	-70.723244
1155.273438	-70.402649
1156.250000	-69.665276
1157.226562	-70.344284
1158.203125	-70.717216
1159.179688	-70.655991
1160.156250	-70.644096
1161.132812	-70.483147
1162.109375	-71.528145
1163.085938	-70.473587
1164.062500	-71.792168
1165.039062	-71.235214
1166.015625	-72.107971
1166.992188	-71.150726
1167.968750	-70.788246
1168.945312	-71.854317
1169.921875	-70.730980
1170.898438	-71.823700
1171.875000	-70.666374
1172.851562	-70.225082
1173.828125	-70.247711
1174.804688	-70.347687
1175.781250	-70.000786
1176.757812	-69.307060
1177.734375	-70.294975
1178.710938	-71.120468
1179.687500	-69.409012
1180.664062	-68.830360
1181.640625	-69.738808
1182.617188	-69.597939
1183.593750	-69.807732
1184.570312	-69.397102
1185.546875	-71.304970
1186.523438	-70.901260
1187.500000	-69.842758
1188.476562	-68.890671
1189.453125	-68.706795
1190.429688	-69.268494
1191.406250	-69.219398
1192.382812	-68.253860
1193.359375	-68.188629
1194.335938	-68.904274
1195.312500	-67.264671
1196.289062	-68.122978
1197.265625	-67.839813
1198.242188	-67.602737
1199.218750	-67.657074
1200.195312	-66.584419
1201.171875	-66.929901
1202.148438	-66.990616
1203.125000	-66.048119
1204.101562	-65.748260
1205.078125	-65.099510
1206.054688	-65.086868
1207.031250	-65.946556
1208.007812	-66.233559
1208.984375	-65.796730
1209.960938	-64.387772
1210.937500	-64.395058
