Frequency (Hz)	Level (dB)
758.789062	-76.582527
759.765625	-76.481171
760.742188	-75.232430
761.718750	-76.162888
762.695312	-75.701965
763.671875	-74.767433
764.648438	-74.979561
765.625000	-76.131058
766.601562	-76.194679
767.578125	-75.637871
768.554688	-75.706970
769.531250	-74.218102
770.507812	-74.586372
771.484375	-75.531517
772.460938	-75.729362
773.437500	-74.644478
774.414062	-73.136322
775.390625	-73.373856
776.367188	-76.056885
777.343750	-74.530952
778.320312	-74.317993
779.296875	-74.784439
780.273438	-76.296936
781.250000	-74.859337
782.226562	-72.625809
783.203125	-72.574165
784.179688	-71.491470
785.156250	-74.038742
786.132812	-72.228195
787.109375	-72.122902
788.085938	-70.833893
789.062500	-70.431129
790.039062	-71.168724
791.015625	-71.486343
791.992188	-69.307365
792.968750	-68.619377
793.945312	-68.152687
794.921875	-68.138565
795.898438	-67.509819
796.875000	-66.721870
797.851562	-66.265739
798.828125	-65.789299
799.804688	-64.528297
800.781250	-65.307228
801.757812	-64.295181
802.734375	-64.715652
803.710938	-62.573792
804.687500	-64.381378
805.664062	-61.853962
806.640625	-62.737194
807.617188	-62.144661
808.593750	-61.462921
809.570312	-60.705063
810.546875	-62.426025
811.523438	-62.697929
812.500000	-62.481541
813.476562	-62.968399
814.453125	-62.199905
815.429688	-63.022953
816.406250	-61.847286
817.382812	-64.768646
818.359375	-64.578125
819.335938	-65.182686
820.312500	-67.265533
821.289062	-70.458885
822.265625	-68.027367
823.242188	-67.319893
824.218750	-67.166313
825.195312	-68.012093
826.171875	-70.585327
827.148438	-68.240105
828.125000	-68.963852
829.101562	-68.740784
830.078125	-69.434456
831.054688	-69.661018
832.031250	-70.141296
833.007812	-70.403961
833.984375	-71.880295
834.960938	-72.041725
835.937500	-71.927299
836.914062	-71.290787
837.890625	-73.615021
838.867188	-72.948448
839.843750	-73.244675
840.820312	-74.334244
841.796875	-73.047974
842.773438	-73.737411
843.750000	-73.584778
844.726562	-73.596344
845.703125	-75.253159
846.679688	-74.648674
847.656250	-74.137413
848.632812	-74.074173
849.609375	-74.654152
850.585938	-74.995110
851.562500	-75.623856
852.539062	-74.346695
853.515625	-75.516495
854.492188	-74.479919
855.468750	-75.169685
856.445312	-76.188652
857.421875	-75.197617
858.398438	-75.692215
859.375000	-75.528831
860.351562	-76.679474
861.328125	-76.647469
862.304688	-75.390076
863.281250	-76.623047
864.257812	-75.812859
865.234375	-77.181374
866.210938	-75.849831
867.187500	-76.684204
868.164062	-76.418854
869.140625	-77.511230
870.117188	-74.863647
871.093750	-75.992607
872.070312	-75.169678
873.046875	-76.184319
874.023438	-75.185982
875.000000	-77.745529
875.976562	-75.150589
876.953125	-76.940422
877.929688	-76.709633
878.906250	-76.322693
879.882812	-77.248932
880.859375	-74.636757
881.835938	-75.011284
882.812500	-78.073494
883.789062	-76.445419
884.765625	-76.379143
885.742188	-75.645103
886.718750	-75.695549
887.695312	-76.243225
888.671875	-75.940987
889.648438	-74.695763
890.625000	-76.933250
891.601562	-76.193932
892.578125	-76.868332
893.554688	-76.010681
894.531250	-75.499229
895.507812	-75.094772
896.484375	-75.173004
897.460938	-75.730530
898.437500	-76.752792
899.414062	-74.317200
900.390625	-74.894997
901.367188	-73.779686
902.343750	-74.946762
903.320312	-75.162811
904.296875	-75.103508
905.273438	-73.850906
906.250000	-74.014328
907.226562	-72.627327
908.203125	-72.739693
909.179688	-73.728470
910.156250	-73.732124
911.132812	-73.233070
912.109375	-71.382645
913.085938	-72.766739
914.062500	-73.493904
915.039062	-73.247742
916.015625	-74.314827
916.992188	-71.435333
917.968750	-70.514694
918.945312	-72.616798
919.921875	-70.849892
920.898438	-70.024139
921.875000	-71.875771
922.851562	-72.409714
923.828125	-69.008682
924.804688	-69.656540
925.781250	-68.686012
926.757812	-67.561028
927.734375	-68.957855
928.710938	-68.870804
929.687500	-66.892303
930.664062	-67.099976
931.640625	-66.457909
932.617188	-65.003510
933.593750	-66.393593
934.570312	-65.183815
935.546875	-64.074966
936.523438	-64.111031
937.500000	-62.845798
938.476562	-61.523190
939.453125	-60.797722
940.429688	-60.448349
941.406250	-59.516998
942.382812	-59.006382
943.359375	-60.495258
944.335938	-61.004208
945.312500	-57.662819
946.289062	-59.547977
947.265625	-60.224522
948.242188	-60.240833
949.218750	-59.004589
950.195312	-58.521408
951.171875	-61.499325
952.148438	-63.110184
953.125000	-63.592175
954.101562	-64.598709
955.078125	-63.129772
956.054688	-64.463409
957.031250	-65.127693
958.007812	-67.264244
958.984375	-66.894012
959.960938	-68.266655
960.937500	-68.371414
961.914062	-68.931725
962.890625	-68.743172
963.867188	-68.845284
964.843750	-68.557663
965.820312	-68.405571
966.796875	-70.836761
967.773438	-72.345802
968.750000	-70.662216
969.726562	-69.909302
970.703125	-69.938560
971.679688	-71.367462
972.656250	-71.784615
973.632812	-71.519012
974.609375	-71.006729
975.585938	-72.608765
976.562500	-72.959816
977.539062	-72.957718
978.515625	-73.588585
979.492188	-74.047737
980.468750	-72.314224
981.445312	-72.778763
982.421875	-72.385704
983.398438	-73.243057
984.375000	-75.573532
985.351562	-73.253700
986.328125	-73.605476
987.304688	-72.785316
988.281250	-74.479858
989.257812	-76.716301
990.234375	-75.705658
991.210938	-74.020325
992.187500	-74.405289
993.164062	-75.028816
994.140625	-74.779465
995.117188	-73.801117
996.093750	-74.655914
997.070312	-75.777405
998.046875	-74.561943
999.023438	-75.955788
1000.000000	-74.921417
1000.976562	-73.172806
1001.953125	-73.421814
1002.929688	-72.997536
1003.906250	-74.559677
1004.882812	-75.782997
1005.859375	-74.060379
1006.835938	-74.276962
1007.812500	-74.788818
1008.789062	-76.986572
1009.765625	-74.921654
1010.742188	-75.599579
1011.718750	-76.379318
1012.695312	-76.665344
1013.671875	-76.669052
1014.648438	-75.152985
1015.625000	-75.474792
1016.601562	-75.094948
1017.578125	-74.168808
1018.554688	-75.040298
1019.531250	-74.378479
1020.507812	-74.457115
1021.484375	-75.635521
1022.460938	-74.881355
1023.437500	-75.529968
1024.414062	-76.247231
1025.390625	-74.851929
1026.367188	-74.044792
1027.343750	-73.408646
1028.320312	-75.181114
1029.296875	-73.995399
1030.273438	-75.283470
1031.250000	-76.845871
1032.226562	-74.678169
1033.203125	-73.324394
1034.179688	-75.380974
1035.156250	-73.914566
1036.132812	-72.071220
1037.109375	-72.411308
1038.085938	-74.487015
1039.062500	-73.245895
1040.039062	-73.879189
1041.015625	-73.614830
1041.992188	-72.484238
1042.968750	-73.481613
1043.945312	-72.563934
1044.921875	-71.926041
1045.898438	-71.673866
1046.875000	-69.928726
1047.851562	-70.407219
1048.828125	-71.143036
1049.804688	-71.133171
1050.781250	-70.959862
1051.757812	-68.912361
1052.734375	-71.704208
1053.710938	-71.269035
1054.687500	-68.627815
1055.664062	-68.912018
1056.640625	-69.163704
1057.617188	-69.697983
1058.593750	-69.315804
1059.570312	-67.886322
1060.546875	-67.900421
1061.523438	-66.976791
1062.500000	-67.374794
1063.476562	-67.085388
1064.453125	-66.285706
1065.429688	-66.565758
1066.406250	-64.515060
1067.382812	-63.765278
1068.359375	-62.958744
1069.335938	-60.725964
1070.312500	-61.685764
1071.289062	-62.725990
1072.265625	-60.207325
1073.242188	-60.369514
1074.218750	-59.183842
1075.195312	-58.044353
1076.171875	-57.698872
1077.148438	-57.428730
1078.125000	-58.039883
1079.101562	-56.862228
1080.078125	-58.023354
1081.054688	-58.277744
1082.031250	-57.570606
1083.007812	-58.800663
1083.984375	-59.820267
1084.960938	-59.957092
1085.937500	-61.828106
1086.914062	-62.318096
1087.890625	-60.006351
1088.867188	-64.487587
1089.843750	-67.345055
1090.820312	-65.039070
1091.796875	-65.397293
1092.773438	-64.883842
1093.750000	-66.479973
1094.726562	-68.544548
1095.703125	-66.577606
1096.679688	-65.764778
1097.656250	-69.115601
1098.632812	-68.451950
1099.609375	-67.407249
1100.585938	-69.814514
1101.562500	-68.016769
1102.539062	-68.360054
1103.515625	-70.363487
1104.492188	-70.583893
1105.468750	-69.753532
1106.445312	-69.656593
1107.421875	-70.686668
1108.398438	-69.383682
1109.375000	-72.173637
1110.351562	-70.783813
1111.328125	-71.852493
1112.304688	-71.442932
1113.281250	-71.860641
1114.257812	-72.738472
1115.234375	-71.061623
1116.210938	-74.026909
1117.187500	-72.630264
1118.164062	-72.435097
1119.140625	-72.195480
1120.117188	-73.405785
1121.093750	-73.607292
1122.070312	-73.703468
1123.046875	-72.209900
1124.023438	-72.484131
1125.000000	-72.884323
1125.976562	-72.953667
1126.953125	-75.428810
1127.929688	-74.879486
1128.906250	-75.039268
1129.882812	-73.747124
1130.859375	-73.325478
1131.835938	-74.168709
1132.812500	-71.948814
1133.789062	-74.385330
1134.765625	-73.982597
1135.742188	-75.667870
1136.718750	-73.453011
1137.695312	-74.796013
1138.671875	-74.485489
1139.648438	-75.131042
1140.625000	-73.519020
1141.601562	-75.146858
1142.578125	-76.761345
1143.554688	-74.503349
1144.531250	-75.793877
1145.507812	-74.549637
1146.484375	-76.056435
1147.460938	-74.857521
1148.437500	-73.775589
1149.414062	-75.311775
1150.390625	-75.118942
1151.367188	-73.120750
1152.343750	-74.149574
1153.320312	-73.524879
1154.296875	-74.563087
1155.273438	-74.969368
1156.250000	-74.915436
1157.226562	-76.108795
1158.203125	-76.028351
1159.179688	-74.312263
1160.156250	-73.357758
1161.132812	-75.818092
1162.109375	-74.087685
1163.085938	-74.890900
1164.062500	-73.335068
1165.039062	-75.303772
1166.015625	-73.174179
1166.992188	-73.049332
1167.968750	-74.116096
1168.945312	-73.007568
1169.921875	-73.094910
1170.898438	-73.181267
1171.875000	-71.967545
1172.851562	-72.585663
1173.828125	-72.746552
1174.804688	-71.361389
1175.781250	-72.173653
1176.757812	-71.806862
1177.734375	-72.103142
1178.710938	-73.194962
1179.687500	-71.122894
1180.664062	-71.893974
1181.640625	-70.608765
1182.617188	-70.583878
1183.593750	-69.910484
1184.570312	-70.076530
1185.546875	-69.540680
1186.523438	-69.152176
1187.500000	-70.891212
1188.476562	-69.841728
1189.453125	-68.042595
1190.429688	-67.573822
1191.406250	-67.748337
1192.382812	-68.359612
1193.359375	-66.466225
1194.335938	-64.210976
1195.312500	-66.469757
1196.289062	-67.287270
1197.265625	-65.979370
1198.242188	-66.273087
1199.218750	-65.616341
1200.195312	-64.209572
1201.171875	-63.072132
1202.148438	-63.560246
1203.125000	-61.974453
1204.101562	-62.198021
1205.078125	-60.736115
1206.054688	-61.199997
1207.031250	-59.572845
1208.007812	-60.113472
1208.984375	-58.103481
1209.960938	-57.005569
1210.937500	-57.964294
1211.914062	-58.687469
1212.890625	-58.925449
1213.867188	-56.748436
1214.843750	-58.757996
